temperature,humidity,season
7.34525,17.3815,Summer
5.47125,22.8087,Summer
4.696,18.6796,Summer
1.42691,19.659,Summer
5.26919,17.1078,Summer
1.44109,26.2454,Summer
3.16536,17.9633,Summer
1.64203,28.8746,Summer
5.94662,24.9193,Summer
2.13901,23.279,Summer
3.5937,20.9144,Summer
7.54235,18.4281,Summer
2.12383,19.7386,Summer
4.50242,25.3761,Summer
3.80854,19.8279,Summer
0.664547,25.8173,Summer
6.73574,18.6309,Summer
1.06365,26.2456,Summer
4.23948,22.7173,Summer
4.91681,17.8886,Summer
5.44779,22.7226,Summer
5.91965,24.8255,Summer
2.50753,25.8301,Summer
0.600709,33.6617,Summer
6.19249,18.3007,Summer
4.72071,19.0066,Summer
7.07557,17.7987,Summer
6.96013,16.9561,Summer
7.13207,17.2145,Summer
4.32443,17.508,Summer
3.13731,17.4078,Summer
6.72634,17.4256,Summer
4.05952,17.5046,Summer
1.96023,28.6045,Summer
7.22336,18.5664,Summer
7.43956,16.8296,Summer
4.17721,21.9879,Summer
1.1158,27.3881,Summer
3.56209,26.5671,Summer
6.82023,16.7408,Summer
7.59015,18.5893,Summer
2.11721,29.3432,Summer
1.04741,29.434,Summer
7.39873,18.5799,Summer
3.57446,22.6124,Summer
4.76856,25.6371,Summer
8.10972,18.6081,Summer
1.0442,24.011,Summer
5.6037,17.6752,Summer
1.1033,19.3084,Summer
3.46524,19.0616,Summer
6.8224,17.0861,Summer
3.91984,18.55,Summer
8.33791,18.2088,Summer
4.90413,20.4421,Summer
3.03961,24.8077,Summer
2.24762,29.3583,Summer
3.26971,17.5298,Summer
3.44223,21.0522,Summer
1.06104,27.5461,Summer
3.41904,27.1169,Summer
4.16097,24.4383,Summer
6.18696,16.8667,Summer
5.66962,21.8352,Summer
6.07746,17.2223,Summer
0.58805,31.7274,Summer
2.22847,30.9404,Summer
5.70845,18.5168,Summer
4.31576,24.6337,Summer
0.564145,19.2437,Summer
6.82772,16.8442,Summer
6.5794,17.3964,Summer
4.82074,22.7163,Summer
1.04341,32.3746,Summer
6.53006,19.4754,Summer
5.09736,17.3483,Summer
6.65111,18.6375,Summer
6.41432,24.1211,Summer
6.81603,17.7998,Summer
4.58239,28.2032,Summer
1.62229,18.439,Summer
5.7827,23.0266,Summer
5.38547,17.4496,Summer
6.33991,16.9552,Summer
1.85394,24.5932,Summer
2.05062,26.8774,Summer
7.50109,17.3337,Summer
6.40045,16.9777,Summer
7.64074,18.3628,Summer
6.46894,23.0185,Summer
5.2027,17.8808,Summer
5.64927,18.4392,Summer
7.49104,18.0554,Summer
5.0589,18.563,Summer
5.47887,24.5446,Summer
1.74889,29.9264,Summer
4.23686,20.3815,Summer
6.13726,17.735,Summer
2.64602,27.4439,Summer
2.10767,26.161,Summer
2.98212,27.7879,Summer
2.41526,24.5744,Summer
2.20688,28.7328,Summer
3.85227,25.0428,Summer
7.63769,17.9663,Summer
4.49658,26.842,Summer
1.99532,26.5277,Summer
1.12576,28.1902,Summer
5.97862,17.8543,Summer
3.52268,22.9158,Summer
6.96361,17.1791,Summer
5.69141,17.689,Summer
6.76304,18.3384,Summer
2.65388,26.5631,Summer
5.94887,21.4295,Summer
2.59208,23.3422,Summer
7.88245,17.9767,Summer
5.51009,20.6613,Summer
3.06587,17.7583,Summer
2.6348,22.6719,Summer
2.01889,20.0578,Summer
5.96675,18.2583,Summer
2.23669,20.5471,Summer
5.18819,18.2314,Summer
2.59657,17.1625,Summer
5.71068,17.6386,Summer
6.9096,17.9869,Summer
6.62027,17.178,Summer
6.48568,17.8668,Summer
1.99377,28.7186,Summer
1.21521,19.4015,Summer
6.00051,17.6699,Summer
3.40942,18.0358,Summer
3.91102,18.61,Summer
0.766631,28.1337,Summer
2.55693,25.1927,Summer
0.786438,34.4519,Summer
7.41312,16.8743,Summer
2.43012,31.7555,Summer
4.89063,16.9833,Summer
0.828001,20.6055,Summer
5.74892,16.9578,Summer
3.05423,18.1199,Summer
7.55994,17.5348,Summer
7.48312,18.493,Summer
3.07197,17.1125,Summer
7.58379,21.6236,Summer
8.32988,17.9155,Summer
6.9917,18.2947,Summer
7.14418,18.335,Summer
2.47411,20.5237,Summer
5.0424,18.1427,Summer
1.04962,20.3021,Summer
1.26642,26.6295,Summer
8.35132,18.4298,Summer
3.08253,20.2026,Summer
6.38639,23.5254,Summer
6.84474,17.4802,Summer
7.24726,20.8738,Summer
8.34141,17.3992,Summer
2.41523,21.2632,Summer
0.83875,26.2863,Summer
3.74521,16.9778,Summer
1.542,19.4122,Summer
0.698262,29.5045,Summer
3.34734,24.0547,Summer
6.66505,16.9239,Summer
4.95994,17.7704,Summer
2.97389,22.4278,Summer
5.65091,18.3495,Summer
2.34094,21.5832,Summer
0.635215,23.7619,Summer
6.51312,18.131,Summer
5.41109,26.2908,Summer
6.49705,18.3413,Summer
0.827676,29.9637,Summer
7.08343,18.0739,Summer
5.37803,17.1947,Summer
4.93811,17.0304,Summer
5.41792,17.4294,Summer
7.2975,17.5016,Summer
5.12261,24.4692,Summer
5.0757,21.3115,Summer
8.28695,18.5398,Summer
6.45337,18.1187,Summer
3.98897,26.9313,Summer
6.06672,16.9341,Summer
3.5731,17.8749,Summer
2.31631,22.9343,Summer
5.20033,23.324,Summer
7.79713,21.8639,Summer
7.80463,18.2087,Summer
3.20219,26.4821,Summer
4.65817,25.2748,Summer
2.1812,18.7397,Summer
8.32576,17.3754,Summer
8.21202,16.8896,Summer
5.61303,25.3458,Summer
6.8271,18.1528,Summer
6.1271,22.6653,Summer
5.17138,17.4137,Summer
0.940614,30.1347,Summer
4.08672,19.9676,Summer
5.81114,17.643,Summer
5.83265,21.8146,Summer
3.44685,26.0851,Summer
7.90302,17.5138,Summer
1.83416,19.0227,Summer
4.44407,22.9868,Summer
5.93731,18.1161,Summer
5.9863,16.8993,Summer
5.60621,19.7633,Summer
2.68007,22.5261,Summer
1.74677,25.3501,Summer
5.50668,26.1752,Summer
5.21953,18.0901,Summer
1.9282,27.8277,Summer
6.04903,17.7797,Summer
4.08991,18.2153,Summer
5.75607,17.8628,Summer
7.08536,21.5275,Summer
1.85275,32.55,Summer
0.672548,32.5943,Summer
6.62872,23.5468,Summer
5.301,17.3342,Summer
6.00592,18.1376,Summer
7.09154,17.8773,Summer
6.81453,16.8424,Summer
8.05372,18.4384,Summer
4.72289,18.108,Summer
4.35108,22.9372,Summer
3.6723,23.5778,Summer
1.72706,18.3739,Summer
5.01031,21.005,Summer
2.69358,24.7029,Summer
7.74325,17.7992,Summer
5.09325,18.3791,Summer
5.16889,22.7897,Summer
3.30422,18.4045,Summer
0.929966,24.9848,Summer
0.771291,30.5404,Summer
3.84039,22.1153,Summer
1.18528,22.3597,Summer
5.27866,20.4,Summer
7.42712,17.6184,Summer
7.44235,19.8295,Summer
5.68777,22.0686,Summer
2.17803,26.9339,Summer
7.28624,17.731,Summer
7.46726,17.566,Summer
2.06378,22.2153,Summer
6.30208,17.6265,Summer
2.7681,24.0875,Summer
6.81319,18.4267,Summer
8.33835,18.2346,Summer
0.757829,21.0619,Summer
7.5556,17.0467,Summer
5.40236,16.7409,Summer
8.15139,17.9153,Summer
4.16701,18.6076,Summer
7.1639,17.8888,Summer
1.01151,33.7662,Summer
3.15025,18.1158,Summer
1.04774,25.8769,Summer
8.16675,18.2305,Summer
6.92553,18.6214,Summer
7.20434,18.2004,Summer
7.8738,17.4485,Summer
1.1895,25.6889,Summer
3.54462,25.3874,Summer
1.07924,22.47,Summer
2.17459,18.4123,Summer
2.32015,29.7155,Summer
4.19913,20.1937,Summer
2.62736,28.9916,Summer
1.31392,25.439,Summer
1.83521,30.9092,Summer
1.67677,23.4817,Summer
8.14899,18.5273,Summer
6.47346,23.5782,Summer
8.10733,17.4872,Summer
3.96897,18.1196,Summer
2.70422,20.7004,Summer
6.77912,17.7172,Summer
3.07952,19.4764,Summer
2.86892,20.1484,Summer
2.34477,23.3951,Summer
1.53886,24.8938,Summer
2.53253,23.1295,Summer
3.30732,23.6613,Summer
5.80493,17.844,Summer
1.01285,21.5201,Summer
2.17235,21.0656,Summer
6.86322,18.0995,Summer
1.674,21.1339,Summer
3.20799,20.1362,Summer
7.29926,18.2156,Summer
1.73672,30.028,Summer
1.17095,20.0502,Summer
4.32006,23.4845,Summer
2.89271,23.8693,Summer
4.93821,23.1201,Summer
6.82232,21.5029,Summer
1.5974,18.9408,Summer
5.07373,17.307,Summer
4.48442,27.3153,Summer
1.65172,24.4944,Summer
5.41309,19.1927,Summer
2.66716,27.111,Summer
4.3459,23.496,Summer
1.16731,33.7442,Summer
4.12449,28.395,Summer
2.92441,25.2756,Summer
6.96792,17.0831,Summer
0.96907,30.7016,Summer
3.80334,17.3434,Summer
4.11545,18.4055,Summer
6.20474,24.6961,Summer
5.02348,16.7927,Summer
5.75178,17.7308,Summer
6.61263,17.4338,Summer
7.28002,19.3684,Summer
2.9825,23.9475,Summer
4.73925,22.8399,Summer
7.10685,17.84,Summer
8.27732,17.5908,Summer
7.49411,18.9746,Summer
3.43387,20.8837,Summer
2.05212,24.7837,Summer
4.35811,17.0545,Summer
6.33512,24.6343,Summer
4.38301,23.16,Summer
4.30943,26.4672,Summer
7.09213,16.9155,Summer
3.355,25.1476,Summer
7.26114,20.1694,Summer
3.71083,23.414,Summer
3.09503,29.8103,Summer
4.08065,18.8497,Summer
6.49817,17.7348,Summer
1.51004,28.2084,Summer
2.06194,26.5517,Summer
7.97944,17.4802,Summer
1.89792,20.4029,Summer
4.97207,20.4408,Summer
5.06288,17.7795,Summer
4.35993,19.9976,Summer
5.57569,19.6068,Summer
2.32377,27.2537,Summer
4.85399,17.5782,Summer
3.4394,21.7845,Summer
5.70832,17.3298,Summer
1.62934,20.5579,Summer
4.99675,24.5349,Summer
1.97456,28.7171,Summer
2.70636,20.6748,Summer
2.23664,27.1481,Summer
1.95549,29.35,Summer
6.99401,19.2979,Summer
2.76174,19.4368,Summer
7.78884,20.7162,Summer
8.1243,18.4428,Summer
4.99975,17.8686,Summer
1.64327,19.6139,Summer
3.45803,22.7089,Summer
6.77472,17.1512,Summer
3.40193,17.6986,Summer
1.2045,24.7638,Summer
4.8863,23.521,Summer
7.14614,20.0513,Summer
6.76058,18.0429,Summer
1.89503,29.3321,Summer
5.7953,22.7253,Summer
2.2507,28.5434,Summer
2.2327,19.8205,Summer
7.37304,17.0519,Summer
2.47928,29.9008,Summer
2.5857,27.4637,Summer
0.527621,25.6655,Summer
7.34637,17.2199,Summer
6.73446,19.5383,Summer
5.43919,19.9313,Summer
6.4027,18.4797,Summer
1.71419,23.4951,Summer
4.11462,25.3321,Summer
3.27518,27.2164,Summer
1.25748,21.2807,Summer
4.33255,28.0074,Summer
7.7388,17.7867,Summer
0.836463,28.4953,Summer
2.80683,27.7323,Summer
2.1491,28.4699,Summer
2.38897,30.7401,Summer
7.64236,18.3931,Summer
4.19099,25.8326,Summer
4.17712,17.0437,Summer
6.48351,18.7348,Summer
1.73334,30.6709,Summer
4.34145,21.4838,Summer
3.8925,17.4217,Summer
5.20079,24.769,Summer
8.35654,17.7061,Summer
6.55305,17.6401,Summer
3.64077,24.9811,Summer
7.00845,16.8341,Summer
1.86043,29.9028,Summer
0.761259,26.8243,Summer
2.12486,20.7855,Summer
3.19047,28.361,Summer
4.52418,20.1353,Summer
5.34358,17.6154,Summer
7.65938,17.5247,Summer
4.51848,19.5726,Summer
4.45125,22.3059,Summer
0.916279,25.818,Summer
0.796119,32.3764,Summer
4.84221,23.44,Summer
3.95672,25.9739,Summer
7.09958,17.4821,Summer
1.78182,30.3254,Summer
0.718215,30.4109,Summer
4.04184,23.4809,Summer
2.38373,23.0896,Summer
0.911352,31.1039,Summer
6.20154,21.8882,Summer
1.39711,20.5325,Summer
5.29021,17.0987,Summer
2.72523,28.8028,Summer
1.88228,19.4791,Summer
3.4988,28.1977,Summer
6.80383,18.0635,Summer
3.59554,23.6875,Summer
6.40665,18.0221,Summer
1.506,23.9732,Summer
6.5791,22.3694,Summer
2.37947,22.1604,Summer
5.83157,22.0937,Summer
4.95681,17.1272,Summer
7.80468,18.5043,Summer
3.55814,16.9735,Summer
1.04107,27.1041,Summer
0.672631,35.1926,Summer
7.00301,17.4075,Summer
4.63511,18.9984,Summer
6.59847,17.6168,Summer
2.35981,23.5403,Summer
3.22709,21.28,Summer
0.758439,32.7365,Summer
8.05819,17.6368,Summer
5.75692,18.2107,Summer
7.8365,17.6156,Summer
2.60333,30.8213,Summer
5.31485,16.8683,Summer
5.84024,18.0945,Summer
3.01129,25.8024,Summer
7.16956,18.1605,Summer
7.94588,18.4082,Summer
7.45755,17.7422,Summer
6.31494,22.7022,Summer
2.69713,20.5857,Summer
2.72966,27.1081,Summer
8.07283,17.8629,Summer
0.603105,25.972,Summer
6.13455,17.3099,Summer
6.0577,17.1121,Summer
5.40283,21.5468,Summer
8.28248,17.2157,Summer
2.96685,18.7234,Summer
3.18703,25.4976,Summer
1.14118,33.0164,Summer
3.99293,20.451,Summer
2.56847,29.5628,Summer
3.21379,21.6111,Summer
7.06345,17.2417,Summer
7.85436,17.5929,Summer
1.97819,23.7072,Summer
3.44204,17.9093,Summer
7.80064,18.486,Summer
1.00692,31.7605,Summer
1.24638,31.8871,Summer
1.79838,29.0561,Summer
5.18748,17.7564,Summer
1.70182,19.4477,Summer
8.10979,17.1644,Summer
4.02362,25.4717,Summer
4.45315,26.9638,Summer
2.45568,21.6515,Summer
4.21365,17.2973,Summer
5.71024,18.7507,Summer
6.40985,17.509,Summer
6.43094,17.9386,Summer
5.05172,18.3668,Summer
7.61042,18.368,Summer
6.92893,17.6096,Summer
6.45587,17.5241,Summer
0.958308,31.1349,Summer
0.576406,24.4756,Summer
2.18756,18.3781,Summer
5.72287,17.8335,Summer
3.74526,17.2537,Summer
3.67635,20.9571,Summer
7.45545,20.8674,Summer
7.54148,16.9612,Summer
7.64816,16.8633,Summer
2.98252,24.1045,Summer
5.93865,17.7061,Summer
2.65143,28.6306,Summer
2.01641,30.6713,Summer
1.96956,18.0714,Summer
3.20377,27.2735,Summer
3.8923,21.606,Summer
7.03506,24.7796,Summer
1.46214,25.3574,Summer
6.28249,23.1874,Summer
4.68778,23.9002,Summer
2.77927,19.1892,Summer
4.38497,22.5515,Summer
2.8733,30.0492,Summer
5.19429,23.6766,Summer
3.92275,17.2706,Summer
1.81103,28.8663,Summer
1.43622,23.602,Summer
4.80723,16.984,Summer
7.59516,17.4234,Summer
3.21827,18.148,Summer
6.26739,21.7558,Summer
5.68476,18.2073,Summer
7.82356,17.4887,Summer
6.95694,18.1056,Summer
4.96327,17.9164,Summer
5.67197,18.3502,Summer
7.5636,17.3259,Summer
3.65373,18.4086,Summer
3.08375,19.5702,Summer
0.607232,29.0407,Summer
7.0006,17.5363,Summer
6.80019,17.5393,Summer
1.34116,23.8218,Summer
5.04362,26.1341,Summer
4.15896,26.0997,Summer
1.45288,24.83,Summer
8.20771,17.5473,Summer
2.20518,18.2232,Summer
1.04945,32.1686,Summer
5.18462,16.9956,Summer
6.31337,18.571,Summer
0.776776,24.192,Summer
5.6852,17.0682,Summer
4.69434,17.4316,Summer
1.33184,30.6404,Summer
1.87465,19.6155,Summer
4.974,21.2665,Summer
2.8452,18.5417,Summer
7.87655,17.3928,Summer
6.93937,21.9099,Summer
8.23121,16.9536,Summer
2.55767,27.5272,Summer
8.12271,17.0929,Summer
3.90229,16.9,Summer
3.24618,29.6686,Summer
0.917114,23.8376,Summer
0.936047,31.821,Summer
5.94614,17.3445,Summer
4.11151,25.661,Summer
2.29787,18.3843,Summer
5.33449,19.0198,Summer
2.50427,27.2527,Summer
5.04969,26.1277,Summer
3.3378,28.6883,Summer
6.97709,20.7867,Summer
6.95471,21.5386,Summer
4.26373,18.3756,Summer
3.27205,21.8175,Summer
3.36406,20.581,Summer
6.83729,17.429,Summer
3.09461,21.5341,Summer
2.16101,26.2124,Summer
1.18624,22.0604,Summer
4.18021,23.7128,Summer
4.30121,17.0416,Summer
7.11312,17.9788,Summer
2.25646,21.5078,Summer
3.50852,26.5931,Summer
6.85838,19.0662,Summer
6.97765,19.4857,Summer
3.53689,17.2795,Summer
4.12089,20.6277,Summer
2.8995,17.3983,Summer
7.8314,18.6089,Summer
1.45237,25.1322,Summer
7.84076,17.2366,Summer
5.88231,17.3215,Summer
4.6887,25.7689,Summer
0.778466,33.5919,Summer
4.24998,17.4677,Summer
3.71823,18.5644,Summer
1.78605,21.2488,Summer
5.66711,17.2286,Summer
8.1339,20.1752,Summer
4.92866,17.1405,Summer
6.12438,22.7123,Summer
1.05898,20.8059,Summer
3.79597,28.6249,Summer
1.43446,23.2387,Summer
5.32529,21.987,Summer
7.87786,17.7374,Summer
5.70919,21.0647,Summer
1.12444,21.8959,Summer
3.3022,17.3245,Summer
4.83833,25.6119,Summer
3.68265,27.2918,Summer
7.05618,21.5467,Summer
6.90748,17.2498,Summer
5.31773,24.5,Summer
3.44948,18.4935,Summer
2.5237,22.3135,Summer
1.35228,22.2508,Summer
3.30402,25.1167,Summer
3.76074,20.329,Summer
5.81926,18.5818,Summer
5.68083,18.6908,Summer
1.07197,31.291,Summer
3.62034,19.2008,Summer
1.94719,19.5643,Summer
1.75152,22.043,Summer
7.00648,18.2823,Summer
0.851011,24.1763,Summer
3.80785,22.7535,Summer
1.8408,27.2492,Summer
7.41425,17.9257,Summer
4.8883,17.3847,Summer
2.33595,29.645,Summer
4.46027,17.544,Summer
6.25552,17.9212,Summer
8.03175,17.242,Summer
2.25025,16.9319,Summer
7.46795,17.2546,Summer
7.84511,20.063,Summer
7.70495,18.4189,Summer
5.50256,20.2672,Summer
5.45872,18.4616,Summer
3.68267,24.2821,Summer
6.41941,17.5716,Summer
4.68652,17.9983,Summer
5.83193,17.5711,Summer
3.88054,17.6841,Summer
6.2556,17.1168,Summer
6.9843,17.6004,Summer
1.6702,20.407,Summer
7.05058,17.9534,Summer
4.75707,17.5115,Summer
7.14256,20.2483,Summer
3.90282,17.4616,Summer
3.49323,20.1487,Summer
7.69429,16.8213,Summer
2.49104,22.0046,Summer
7.13901,22.1443,Summer
4.31602,18.2636,Summer
4.55172,25.5896,Summer
2.94012,18.3806,Summer
5.01372,22.6456,Summer
3.07134,22.1362,Summer
0.830275,31.7875,Summer
2.65429,25.1188,Summer
0.572496,29.3407,Summer
8.19036,18.4163,Summer
8.09154,18.5602,Summer
3.61953,26.0861,Summer
6.2311,18.111,Summer
3.23276,20.1177,Summer
5.78219,22.0532,Summer
6.83506,17.8049,Summer
7.9427,21.828,Summer
3.65916,24.4658,Summer
6.6616,18.4634,Summer
2.60671,28.958,Summer
8.28423,17.303,Summer
0.724469,23.6098,Summer
5.25265,17.7427,Summer
5.69138,18.6137,Summer
5.91505,21.2376,Summer
1.46604,32.0562,Summer
7.87822,17.8784,Summer
1.94252,23.5405,Summer
5.40333,26.1801,Summer
2.26773,22.6615,Summer
2.93031,23.9035,Summer
4.80537,18.0425,Summer
3.79225,28.0396,Summer
1.77827,26.8844,Summer
1.86221,27.0796,Summer
3.79971,26.173,Summer
6.4577,18.0448,Summer
7.5603,18.3372,Summer
1.18185,32.6161,Summer
3.60346,19.4642,Summer
1.30818,29.576,Summer
0.652543,33.6799,Summer
5.70873,20.607,Summer
5.2442,22.344,Summer
1.80016,30.7087,Summer
2.35501,29.6709,Summer
0.70831,23.7104,Summer
7.0664,16.8369,Summer
8.16164,17.215,Summer
1.58417,28.5884,Summer
2.33669,21.1271,Summer
7.32866,21.2207,Summer
7.78366,18.0145,Summer
3.81134,23.695,Summer
0.919254,23.5465,Summer
0.831234,32.7837,Summer
5.02083,20.9274,Summer
3.60182,18.725,Summer
0.747064,24.3601,Summer
5.09374,22.7152,Summer
0.611084,26.7361,Summer
6.69353,18.4267,Summer
2.92416,29.2231,Summer
0.838022,28.795,Summer
5.13371,25.6608,Summer
3.63935,19.33,Summer
8.15466,18.05,Summer
4.78766,25.4851,Summer
2.67969,24.1849,Summer
6.08273,19.981,Summer
2.65032,23.1388,Summer
7.6095,17.5619,Summer
3.45938,17.4687,Summer
4.83209,18.1445,Summer
0.918866,19.2269,Summer
3.86222,18.1504,Summer
7.04615,21.2929,Summer
6.83678,17.9095,Summer
2.2806,26.0838,Summer
2.29439,30.1092,Summer
6.92813,17.6644,Summer
7.8145,17.3428,Summer
1.26989,28.6688,Summer
4.04984,23.0832,Summer
3.1673,26.6848,Summer
7.34653,18.6261,Summer
1.17713,32.4181,Summer
2.1772,27.1636,Summer
6.41997,18.4806,Summer
0.924516,29.5709,Summer
4.38274,17.8104,Summer
3.98751,25.8065,Summer
3.14337,16.919,Summer
3.61496,19.4419,Summer
4.67591,23.5506,Summer
1.78721,26.6752,Summer
5.00552,18.2388,Summer
6.83508,17.2043,Summer
6.48027,22.4769,Summer
1.72869,23.7136,Summer
1.69224,30.3463,Summer
2.62431,16.9911,Summer
3.35243,25.427,Summer
3.72378,26.3764,Summer
5.84962,17.4372,Summer
0.966733,26.6789,Summer
0.794247,21.8903,Summer
3.5941,23.8758,Summer
5.98652,18.4644,Summer
2.03855,25.9905,Summer
5.55029,18.3898,Summer
2.55891,21.0758,Summer
7.4672,16.9095,Summer
7.54247,17.7394,Summer
2.85249,23.0234,Summer
2.32508,29.6058,Summer
3.74609,25.1327,Summer
2.40767,22.9122,Summer
5.7923,25.7613,Summer
6.99678,20.2125,Summer
5.79786,25.7212,Summer
6.98335,17.6844,Summer
3.63393,19.1027,Summer
1.74764,20.3744,Summer
6.30619,20.7596,Summer
3.34772,18.1683,Summer
5.78358,17.3256,Summer
2.64367,24.4419,Summer
1.15914,26.1346,Summer
8.30187,17.2128,Summer
1.74673,21.6837,Summer
8.26925,18.4824,Summer
8.18193,16.8509,Summer
6.74405,24.0604,Summer
5.69073,21.0373,Summer
5.05107,25.906,Summer
7.31057,19.0353,Summer
2.79099,25.9522,Summer
4.18795,17.5262,Summer
5.37697,19.8523,Summer
3.7452,24.0677,Summer
3.87292,22.7911,Summer
3.11111,22.8442,Summer
4.94467,19.3126,Summer
7.18887,17.846,Summer
2.10198,25.9925,Summer
7.84612,17.0075,Summer
5.92323,20.8893,Summer
6.9749,17.1661,Summer
4.88165,18.6129,Summer
6.63197,17.1707,Summer
0.649471,30.7911,Summer
6.93656,17.9156,Summer
0.837088,24.7752,Summer
7.49719,17.5738,Summer
8.297,18.4096,Summer
2.82725,29.375,Summer
2.17087,31.604,Summer
6.52103,16.7284,Summer
2.50559,22.0416,Summer
7.30634,18.3833,Summer
1.32853,18.5944,Summer
1.50967,25.3329,Summer
8.1966,18.1754,Summer
5.80371,23.3823,Summer
7.15998,17.8913,Summer
3.06444,22.856,Summer
5.82445,22.4724,Summer
5.17987,18.6785,Summer
5.24968,16.8388,Summer
5.87184,26.0594,Summer
5.03187,19.6155,Summer
3.88528,22.1761,Summer
2.68505,17.9766,Summer
6.54625,18.3992,Summer
2.29591,22.0825,Summer
5.94882,17.6179,Summer
2.35125,18.8118,Summer
5.42353,23.8803,Summer
6.37772,18.4921,Summer
2.23667,19.0362,Summer
0.992306,27.6507,Summer
1.54901,29.8164,Summer
5.272,17.7092,Summer
7.18004,17.1741,Summer
0.875162,23.1029,Summer
6.27641,18.066,Summer
3.19759,16.9439,Summer
4.27296,25.7281,Summer
7.80243,18.1574,Summer
3.12433,17.4264,Summer
4.16958,20.7617,Summer
0.629736,32.1662,Summer
1.16203,23.6036,Summer
2.54922,22.196,Summer
0.740792,20.6298,Summer
5.47091,18.5932,Summer
3.8644,25.5902,Summer
4.81858,21.5912,Summer
1.8913,21.9401,Summer
2.84187,20.3824,Summer
5.72523,17.4504,Summer
8.08806,17.0325,Summer
0.917642,20.8887,Summer
7.50089,19.4428,Summer
5.04381,24.8205,Summer
4.94222,27.253,Summer
4.44343,26.1368,Summer
1.06638,27.3437,Summer
1.22691,29.032,Summer
5.23215,17.5403,Summer
3.19476,25.3063,Summer
7.71158,17.0832,Summer
3.70916,21.3496,Summer
1.64547,29.2878,Summer
6.12411,17.153,Summer
2.82165,18.8659,Summer
4.64088,28.0931,Summer
5.99177,17.4088,Summer
7.57832,18.421,Summer
6.7313,22.1599,Summer
5.82348,18.8748,Summer
5.84913,18.4408,Summer
7.93618,17.4807,Summer
2.84103,23.3295,Summer
0.531216,31.4004,Summer
2.65395,23.6017,Summer
2.23023,24.2968,Summer
5.70963,18.1201,Summer
5.48922,16.9681,Summer
5.17375,24.5848,Summer
0.649809,26.8039,Summer
6.23429,19.4159,Summer
3.05817,17.5577,Summer
5.73487,21.4373,Summer
4.88468,28.0973,Summer
3.20866,25.8718,Summer
1.57725,19.7361,Summer
1.2625,28.9471,Summer
7.03953,19.9433,Summer
7.72044,17.8808,Summer
5.61521,22.1668,Summer
1.33317,28.0729,Summer
3.67338,26.785,Summer
6.23556,19.793,Summer
6.63434,17.6847,Summer
1.44904,21.2587,Summer
0.522741,23.3442,Summer
6.10388,24.3532,Summer
3.31733,26.0525,Summer
2.517,27.1746,Summer
0.623583,24.9202,Summer
4.75709,18.5754,Summer
7.1934,18.9062,Summer
8.02794,18.3389,Summer
4.95652,17.6362,Summer
4.55459,22.6235,Summer
1.18913,19.8894,Summer
4.82429,17.2173,Summer
3.50059,21.36,Summer
5.28092,18.2113,Summer
3.56915,29.9416,Summer
2.40584,19.7459,Summer
1.26679,19.7393,Summer
2.99067,19.6289,Summer
1.27995,29.8429,Summer
1.90893,24.0587,Summer
8.26075,17.1661,Summer
4.00316,17.8292,Summer
4.69105,16.9535,Summer
7.36948,17.4445,Summer
8.32527,17.7613,Summer
5.08952,25.3693,Summer
6.89027,17.225,Summer
3.0849,23.6917,Summer
2.91877,29.2113,Summer
3.67869,20.3352,Summer
5.79327,23.7114,Summer
5.86918,18.1103,Summer
2.99319,30.6925,Summer
1.56653,28.3292,Summer
5.4789,25.0127,Summer
1.52825,28.3569,Summer
5.05644,17.6995,Summer
5.95719,24.8782,Summer
6.01355,18.1681,Summer
6.42784,17.7447,Summer
7.36353,18.5434,Summer
4.44093,24.3463,Summer
6.24583,22.6537,Summer
5.37527,16.9748,Summer
1.98529,28.504,Summer
0.723843,29.2943,Summer
2.7526,18.9863,Summer
3.99478,19.6051,Summer
5.35907,18.1399,Summer
7.18406,18.3156,Summer
2.06058,30.5964,Summer
1.50649,27.112,Summer
8.07377,17.0851,Summer
1.3693,33.7892,Summer
4.27268,19.5433,Summer
5.11185,23.8054,Summer
4.76552,19.0643,Summer
1.19678,31.9894,Summer
0.969449,22.448,Summer
1.34923,31.4699,Summer
5.11204,18.4418,Summer
4.78881,17.8465,Summer
2.35444,27.9873,Summer
5.52105,18.1726,Summer
6.94978,19.9017,Summer
0.848375,26.1798,Summer
4.4266,22.6401,Summer
5.92497,18.1698,Summer
2.49999,18.2479,Summer
2.93466,21.9751,Summer
5.33189,17.973,Summer
7.56007,17.0991,Summer
6.87028,17.1144,Summer
5.09278,16.9468,Summer
6.24561,17.3939,Summer
3.3818,23.3585,Summer
5.54607,23.8891,Summer
4.17619,17.6697,Summer
2.01112,25.6406,Summer
6.02238,19.7219,Summer
4.88379,18.5477,Summer
3.3332,25.501,Summer
7.66512,18.6112,Summer
0.686572,27.7735,Summer
2.99737,16.9306,Summer
0.968308,29.8749,Summer
6.53016,19.4426,Summer
6.02527,17.5933,Summer
3.11947,21.0755,Summer
5.81801,25.2584,Summer
3.62566,21.5454,Summer
8.20921,20.9151,Fall
1.74274,18.1235,Fall
2.29115,18.0645,Fall
2.18247,18.0145,Fall
6.73404,19.0131,Fall
1.98738,20.132,Fall
1.04495,17.1866,Fall
8.34873,18.0217,Fall
0.717005,19.8807,Fall
7.06872,18.4907,Fall
3.38606,22.9296,Fall
7.11866,17.338,Fall
4.86934,18.1323,Fall
