study_hours,test_score,grade_level
3.8475,0.92439,eleventh
1.653,7.5165,tenth
3.4889,13,twelfth
2.4841,25.051,twelfth
0.77564,2.7425,eleventh
3.8721,17.181,ninth
5.167,14.474,tenth
4.5308,6.4059,twelfth
1.5687,9.5766,ninth
2.3488,14.027,tenth
9.8593,10.392,eleventh
5.7745,9.1506,twelfth
4.8797,13.548,ninth
4.3181,5.1366,tenth
5.0335,26.978,twelfth
8.5038,14.152,ninth
3.3851,21.445,twelfth
9.1382,5.2332,tenth
4.5694,12.239,eleventh
2.345,15.882,tenth
1.91,6.2396,ninth
3.655,20.019,tenth
2.0418,12.561,ninth
7.3677,4.9254,twelfth
9.4736,26.163,twelfth
9.7414,2.51,ninth
7.0163,17.709,tenth
1.7004,29.35,tenth
6.1852,12.457,twelfth
3.0316,18.627,twelfth
7.7145,28.823,tenth
9.2065,7.7069,eleventh
9.4955,16.683,ninth
8.7962,4.3319,eleventh
6.2836,9.5046,eleventh
2.9408,24.166,tenth
2.8125,23.141,twelfth
0.69515,19.474,tenth
6.0858,22.499,ninth
5.0011,27.331,ninth
8.0746,5.2458,eleventh
7.7997,14.084,tenth
6.9025,26.888,twelfth
3.2162,6.4131,tenth
0.45317,0.059495,ninth
0.94115,19.126,twelfth
4.3383,24.524,twelfth
9.4883,11.979,tenth
4.4185,3.9283,eleventh
5.7372,28.783,tenth
8.7748,5.9497,eleventh
6.8535,5.2525,ninth
2.409,6.804,eleventh
4.57,16.626,twelfth
4.3559,28.98,twelfth
7.6501,7.7305,twelfth
4.5289,14.064,eleventh
0.70523,12.141,twelfth
2.1569,20.738,twelfth
4.6006,3.3202,twelfth
7.7057,2.4966,ninth
5.141,0.23667,twelfth
2.1044,29.072,ninth
1.5622,23.624,twelfth
3.7654,29.786,ninth
2.0933,18.922,ninth
2.0762,12.201,tenth
1.6956,10.525,ninth
5.3487,6.0022,ninth
7.1667,27.219,twelfth
8.2624,15.641,ninth
1.4015,8.9483,twelfth
9.0358,19.179,tenth
5.312,8.7099,eleventh
4.6442,3.6933,tenth
8.5504,9.7801,eleventh
4.1347,19.742,tenth
3.1175,1.4505,eleventh
6.1305,2.2056,tenth
4.0337,15.124,ninth
0.22365,4.0261,eleventh
6.8693,2.4057,eleventh
5.2677,11.521,ninth
1.9093,9.0876,ninth
1.1392,7.7216,ninth
1.627,8.1937,eleventh
0.13853,24.962,tenth
9.9975,1.0648,eleventh
2.0158,4.9799,tenth
4.3657,8.7559,tenth
4.4949,8.8926,ninth
5.1505,27.346,ninth
5.2121,29.916,twelfth
9.7033,8.6998,eleventh
0.47363,4.5716,twelfth
2.5616,26.212,ninth
5.0846,1.2525,twelfth
4.7314,20.222,ninth
2.0434,6.9051,eleventh
7.2304,5.0667,eleventh
3.5496,6.1227,twelfth
7.5743,13.087,tenth
7.9695,3.7024,twelfth
8.8706,2.4367,tenth
0.92424,0.42355,eleventh
9.0835,4.7709,ninth
3.1746,1.4205,eleventh
7.6214,9.3674,twelfth
0.2805,25.733,tenth
3.6699,25.126,tenth
4.1865,7.5981,twelfth
4.4697,5.6168,eleventh
6.87,22.105,tenth
4.17,12.895,tenth
1.4955,1.2779,ninth
8.9711,1.1109,eleventh
5.9552,15.729,twelfth
8.2422,0.78544,twelfth
4.9162,12.406,twelfth
5.9997,13.596,eleventh
8.2868,11.305,eleventh
9.4681,1.073,ninth
0.61782,26.028,ninth
3.0427,4.7602,ninth
9.8804,1.9553,tenth
5.0614,4.8974,ninth
5.5194,29.001,ninth
4.2999,12.479,ninth
5.8053,24.956,ninth
9.3549,29.049,tenth
7.7435,24.865,twelfth
5.3234,12.396,eleventh
0.44738,3.4259,eleventh
1.0658,17.089,tenth
9.2579,8.9527,tenth
6.5784,7.9571,twelfth
9.3772,4.3543,eleventh
9.5509,12.813,eleventh
0.42038,16.145,tenth
2.1357,3.6246,ninth
8.7188,7.8333,eleventh
5.8887,25.982,twelfth
3.2417,14.209,eleventh
7.629,8.9851,eleventh
9.388,19.181,ninth
0.60534,13.457,eleventh
0.67327,11.561,eleventh
4.2601,26.737,twelfth
8.3538,29.333,tenth
9.0242,24.95,twelfth
6.448,21.413,twelfth
8.7601,7.2694,ninth
4.2863,0.89999,ninth
4.8336,15.04,twelfth
2.4358,29.384,twelfth
6.1694,22.302,twelfth
7.6962,18.15,twelfth
3.8307,29.069,twelfth
6.9742,0.16547,tenth
1.3816,0.84376,eleventh
5.4553,29.292,twelfth
2.9661,20.342,tenth
1.5049,19.729,twelfth
4.2174,4.7557,eleventh
3.2206,7.1939,eleventh
0.22283,25.385,twelfth
2.1645,0.56578,twelfth
1.3446,1.7294,tenth
5.8876,14.885,tenth
9.6416,13.009,eleventh
9.5415,12.741,twelfth
3.8723,2.165,eleventh
5.8828,0.80665,ninth
6.4775,9.5294,eleventh
9.28,14.146,eleventh
5.6913,17.975,tenth
8.8207,16.562,tenth
5.6798,2.6824,eleventh
1.9259,13.437,eleventh
2.3201,18.282,tenth
4.3636,16.78,ninth
8.4151,25.434,ninth
0.57924,1.4977,twelfth
8.1791,0.42945,eleventh
9.8607,3.254,twelfth
0.7491,13.52,ninth
5.8797,1.7401,tenth
8.0121,13.599,eleventh
6.9872,13.214,eleventh
4.4688,7.0833,eleventh
1.8115,4.4145,eleventh
3.8076,29.142,twelfth
4.1712,23.022,twelfth
5.097,23.292,twelfth
2.9319,19.592,twelfth
6.5917,6.9771,twelfth
3.8569,15.147,tenth
5.0843,19.353,tenth
3.9403,29.877,ninth
6.3334,17.05,twelfth
5.5316,25.014,twelfth
3.3104,17.953,ninth
8.2474,10.717,eleventh
3.6088,3.4702,eleventh
3.6958,2.3341,tenth
6.1089,8.1206,twelfth
2.59,22.858,ninth
3.8015,18.025,ninth
8.647,11.88,eleventh
9.1925,7.1614,twelfth
9.425,8.8972,twelfth
0.72463,19.64,twelfth
7.6505,13.251,eleventh
1.7353,11.36,eleventh
7.1071,23.796,twelfth
4.4228,7.8862,eleventh
9.4439,11.174,eleventh
7.9436,10.654,tenth
2.8008,0.25197,eleventh
0.32408,26.602,ninth
6.5865,22.862,twelfth
7.036,7.8455,eleventh
9.7527,13.914,ninth
7.6348,3.8864,tenth
3.9715,3.9705,eleventh
4.4532,2.9129,eleventh
4.9769,20.761,twelfth
7.58,1.1948,ninth
3.241,15.555,tenth
5.9456,23.294,tenth
1.4189,11.865,eleventh
9.7779,5.5213,eleventh
6.9386,3.1148,eleventh
8.1844,14.463,twelfth
9.4511,1.049,ninth
0.088543,3.7244,eleventh
0.1257,13.512,eleventh
3.7394,2.4172,ninth
3.2814,10.443,eleventh
4.0731,16.958,tenth
4.1384,21.693,tenth
8.6212,5.6142,twelfth
4.9517,28.6,ninth
4.7628,8.9171,twelfth
4.4615,1.9282,tenth
6.2688,12.364,eleventh
0.99527,5.7017,ninth
7.9426,8.6519,eleventh
8.0964,11.655,ninth
5.0918,8.5573,ninth
2.5624,14.63,tenth
7.8398,18.044,twelfth
3.7194,4.244,eleventh
2.3623,14.347,tenth
8.7325,16.634,tenth
2.704,27.495,tenth
0.15026,23.378,twelfth
8.269,5.1183,eleventh
1.8444,8.1349,twelfth
3.2148,11.531,twelfth
2.5543,5.9176,ninth
9.3512,18.003,twelfth
8.581,3.4829,twelfth
9.4136,1.4684,eleventh
3.5824,4.2311,twelfth
3.9245,24.051,tenth
8.1362,13.704,eleventh
7.9533,25.248,ninth
8.7665,2.1624,tenth
6.244,2.1221,twelfth
5.2869,22.771,tenth
6.9255,11.471,eleventh
8.4936,14.925,ninth
9.8956,17.402,tenth
9.6929,19.601,tenth
8.8884,10.585,eleventh
3.4992,12.175,ninth
3.8126,10.13,eleventh
4.7681,14.338,eleventh
7.9333,1.2652,twelfth
3.4313,5.0949,eleventh
9.555,8.4782,tenth
7.1909,6.7957,ninth
6.0737,14.024,ninth
1.4332,2.8563,twelfth
1.8771,3.6127,ninth
6.7964,7.7541,ninth
1.9977,29.609,twelfth
9.2138,24.205,twelfth
4.3867,9.325,eleventh
0.72956,14.703,twelfth
7.4213,2.45,tenth
3.9313,5.1862,eleventh
6.5364,22.245,ninth
1.6656,0.36057,twelfth
7.4548,17.275,tenth
4.704,6.5707,twelfth
8.5232,3.8102,eleventh
0.77092,7.6567,eleventh
6.5427,28.375,ninth
8.5911,26.204,tenth
1.8048,8.079,eleventh
1.1799,14.016,twelfth
5.3397,7.2068,ninth
0.7725,6.7816,tenth
0.81396,4.247,ninth
8.0041,19.897,twelfth
6.7179,2.3284,ninth
0.018402,2.0538,eleventh
5.1741,8.3124,ninth
8.9225,8.2869,eleventh
2.685,5.8928,tenth
4.2528,0.7174,eleventh
2.9373,0.73093,eleventh
2.9325,26.097,twelfth
8.3388,22.593,tenth
4.763,12.291,ninth
1.9213,10.545,twelfth
9.8998,27.23,tenth
5.163,17.833,ninth
2.4549,17.983,tenth
9.8715,23.231,ninth
5.6093,26.846,tenth
6.4295,25.48,tenth
8.9504,15.305,ninth
6.3481,19.71,tenth
6.7351,22.827,tenth
3.7378,29.734,twelfth
7.0179,21.093,twelfth
6.4311,3.2261,ninth
1.0101,3.9103,twelfth
2.814,13.505,eleventh
7.8866,1.0956,twelfth
9.2781,10.693,eleventh
9.3282,5.2533,eleventh
1.817,21.278,ninth
3.7012,7.1731,twelfth
0.66777,21.593,tenth
6.9065,7.147,ninth
1.9737,25.424,ninth
1.76,2.0407,twelfth
3.847,27.87,tenth
8.5365,12.784,ninth
4.4999,7.6473,ninth
0.96632,20.411,tenth
6.5815,23.912,tenth
3.2179,15.064,ninth
7.3851,11.202,ninth
0.85311,3.0393,eleventh
2.6341,3.8854,eleventh
8.4435,23.037,ninth
6.5391,19.423,twelfth
8.6286,0.11092,tenth
1.6754,14.525,tenth
8.0903,24.521,ninth
2.1325,8.9131,tenth
3.1783,15.179,ninth
4.3509,11.541,twelfth
5.4879,24.84,twelfth
1.1765,3.5508,eleventh
3.9113,21.057,ninth
7.6684,0.86048,ninth
0.62224,0.03125,eleventh
5.3755,10.255,eleventh
2.6855,14.109,tenth
5.5227,8.026,eleventh
0.89077,3.9491,ninth
1.5554,4.129,twelfth
6.4412,27.891,tenth
4.5742,6.054,eleventh
8.2548,19.319,ninth
8.4802,3.4591,eleventh
9.1274,13.343,eleventh
7.2667,4.3769,tenth
4.774,27.197,twelfth
2.4655,20.023,ninth
4.3007,6.6098,eleventh
8.0717,16.713,twelfth
7.2042,29.482,ninth
0.67496,1.3701,ninth
9.6447,24.976,ninth
3.3945,24.959,tenth
7.1107,11.023,ninth
7.9797,11.696,tenth
8.189,10.015,twelfth
9.0505,11.356,ninth
2.3591,14.371,tenth
7.4783,20.521,twelfth
8.3715,4.2793,tenth
5.0237,11.053,eleventh
8.7764,2.6897,eleventh
9.6098,2.3565,tenth
8.4405,18.408,ninth
4.9826,19.783,ninth
5.456,11.574,ninth
7.2429,1.081,ninth
4.248,0.68955,twelfth
3.4641,0.53518,eleventh
5.2531,7.8633,ninth
7.4221,10.997,ninth
5.339,10.285,twelfth
0.81177,11.168,tenth
0.69813,1.4435,ninth
7.3606,6.2905,twelfth
4.9819,24.912,tenth
2.3608,24.93,ninth
1.6685,4.1455,twelfth
8.2856,4.3186,eleventh
1.723,5.8908,twelfth
2.6979,6.4119,eleventh
0.12746,22.02,tenth
2.4899,26.453,ninth
7.9914,12.253,eleventh
8.0665,26.731,tenth
6.6849,4.2004,eleventh
4.122,11.169,eleventh
8.9315,20.77,tenth
0.38906,25.803,tenth
