age,income,region
0.765905,17.4593,South
7.85314,12.9308,South
6.52438,19.4931,South
7.83376,13.0999,South
0.997964,22.447,South
8.54078,12.8848,South
6.48452,12.1778,South
5.95409,12.0456,South
6.53261,12.3665,South
8.79889,12.4246,South
6.17654,18.0282,South
6.11998,15.4886,South
9.99192,13.2595,South
7.7811,12.9209,South
4.80967,20.0082,South
7.3149,11.9681,South
4.30823,12.7248,South
2.79287,16.7937,South
6.27025,17.1071,South
9.40132,15.9329,South
9.41036,12.9933,South
3.861,19.647,South
5.61655,18.6761,South
2.62996,13.4203,South
10.0387,12.3231,South
9.90156,11.9324,South
6.76786,18.7331,South
8.23171,12.9483,South
7.38769,16.5774,South
6.23534,12.3538,South
1.13414,22.5845,South
4.92752,14.4078,South
7.00673,12.5383,South
7.03267,15.8932,South
4.15601,19.3277,South
9.52898,12.4344,South
2.21153,13.6479,South
5.3584,16.836,South
7.15885,12.9188,South
7.21793,11.9402,South
6.75964,14.2435,South
3.23147,16.4655,South
2.10616,18.7366,South
6.63964,19.4002,South
6.2934,12.8979,South
2.32492,20.7292,South
7.29356,12.6482,South
4.93138,12.9985,South
6.94033,12.715,South
8.54312,15.6623,South
2.23393,24.527,South
0.810919,24.5626,South
7.99252,17.2863,South
6.39164,12.2899,South
7.24159,12.9361,South
8.55056,12.7267,South
8.21657,11.8944,South
9.7107,13.178,South
5.69459,12.9122,South
5.24628,16.796,South
4.42783,17.3112,South
2.08238,13.1261,South
6.04114,15.2421,South
3.24776,18.2161,South
9.33636,12.6639,South
6.14116,13.1303,South
6.23234,16.6774,South
3.98404,13.1507,South
1.1213,18.4428,South
0.929978,22.9109,South
4.63051,16.135,South
1.42914,16.3316,South
6.3647,14.7556,South
8.95519,12.5185,South
8.97354,14.2968,South
6.85798,16.0975,South
2.62614,20.0103,South
8.78532,12.6091,South
9.00359,12.4764,South
2.48838,16.2155,South
7.59868,12.525,South
3.33761,17.7212,South
8.21495,13.1686,South
10.0539,13.0141,South
0.913746,15.2879,South
9.11011,12.0587,South
6.51386,11.8128,South
9.82847,12.7573,South
5.02434,13.3141,South
8.63782,12.736,South
1.21962,25.5051,South
3.79838,12.9185,South
1.26331,19.1602,South
9.847,13.0108,South
8.3504,13.3252,South
8.68657,12.9865,South
9.49378,12.3819,South
1.43423,19.0091,South
4.2739,18.7666,South
1.30128,16.4203,South
2.622,13.157,South
2.79751,22.2474,South
5.06306,14.5896,South
3.16792,21.6653,South
1.58424,18.8081,South
2.21279,23.2074,South
2.02176,17.2339,South
9.82558,13.2494,South
7.80532,17.3116,South
9.77534,12.413,South
4.78555,12.9216,South
3.26058,14.9972,South
8.17387,12.598,South
3.7131,14.0128,South
3.45917,14.5532,South
2.82718,17.1642,South
1.85546,18.3696,South
3.05358,16.9507,South
3.98777,17.3784,South
6.99924,12.6999,South
1.22124,15.6564,South
2.61929,15.2909,South
8.27527,12.9054,South
2.01841,15.3458,South
3.868,14.5434,South
8.80103,12.9988,South
2.09405,22.4987,South
1.41186,14.4743,South
5.20889,17.2362,South
3.48786,17.5457,South
5.95421,16.9432,South
8.22595,15.6425,South
1.92605,13.582,South
6.11761,12.2681,South
5.40706,20.317,South
1.99154,18.0484,South
6.52679,13.7846,South
3.2159,20.1528,South
5.24004,17.2454,South
1.40747,25.4874,South
4.97306,21.1854,South
3.52608,18.6767,South
8.4015,12.088,South
1.16845,23.0405,South
4.58584,12.2974,South
4.96218,13.1515,South
7.4813,18.2106,South
6.05701,11.8545,South
6.93516,12.6089,South
7.97311,12.3701,South
8.77782,13.9259,South
3.59612,17.6086,South
5.71432,16.7178,South
8.56902,12.6967,South
9.98032,12.4963,South
9.03595,13.6092,South
4.14036,15.1446,South
2.47433,18.281,South
5.25476,12.065,South
7.63852,18.1609,South
5.28478,16.9753,South
5.19606,19.635,South
8.55127,11.9532,South
4.04526,18.5738,South
8.75506,14.5701,South
4.47431,17.1794,South
3.73181,22.3236,South
4.9202,13.5087,South
7.83512,12.6121,South
1.82072,21.0353,South
2.48616,19.703,South
9.62116,12.4074,South
2.2884,14.7579,South
5.99502,14.7884,South
6.10452,12.6481,South
5.25695,14.4319,South
6.72284,14.1176,South
2.80187,20.2675,South
5.85266,12.4861,South
4.14703,15.869,South
6.88276,12.2864,South
1.96457,14.8825,South
6.02479,18.081,South
2.3808,21.4445,South
3.26317,14.9765,South
2.69681,20.1826,South
2.35782,21.9535,South
8.43296,13.8692,South
3.32994,13.9809,South
9.39132,15.0098,South
9.7958,13.1815,South
6.02842,12.7197,South
1.98136,14.1234,South
4.16948,16.6124,South
8.16857,12.1428,South
4.10184,12.583,South
1.45231,18.2651,South
5.89162,17.2655,South
8.6164,14.4751,South
8.1515,12.8599,South
2.28491,21.939,South
6.98762,16.6257,South
2.71376,21.3047,South
2.69206,14.2895,South
8.88998,12.0629,South
2.98937,22.3964,South
3.11768,20.4364,South
0.636174,18.9902,South
8.85782,12.198,South
8.12002,14.0626,South
6.55826,14.3786,South
7.72001,13.2112,South
2.06686,17.2447,South
4.96116,18.7221,South
3.94902,20.2375,South
1.51619,15.4639,South
5.22394,20.8737,South
9.33098,12.6538,South
1.00856,21.2661,South
3.3843,20.6524,South
2.59126,21.2457,South
2.88048,23.0714,South
9.2147,13.1415,South
5.05325,19.1246,South
5.03653,12.0563,South
7.81744,13.4164,South
2.08996,23.0157,South
5.23465,15.6272,South
4.69336,12.3603,South
6.2708,18.2693,South
10.0758,12.589,South
7.90129,12.5359,South
4.38983,18.4398,South
8.45038,11.8877,South
2.2432,22.398,South
0.917882,19.9222,South
2.56204,15.0656,South
3.84689,21.1581,South
5.45498,14.5427,South
6.44297,12.5161,South
9.23522,12.4431,South
5.44812,14.0901,South
5.36706,16.2883,South
1.1048,19.1129,South
0.959914,24.3874,South
5.83846,17.2005,South
4.77079,19.2382,South
8.56026,12.4089,South
2.14842,22.7378,South
0.865982,22.8067,South
4.87342,17.2334,South
2.87417,16.9186,South
1.09886,23.364,South
7.47745,15.9524,South
1.68455,14.8621,South
6.37862,12.1006,South
3.28592,21.5134,South
2.26954,14.015,South
4.21865,21.0268,South
8.20367,12.8765,South
4.33529,17.3994,South
7.72477,12.8432,South
1.81584,17.6293,South
7.93268,16.3394,South
2.86902,16.1713,South
7.03136,16.1177,South
5.97664,12.1234,South
9.41041,13.231,South
4.29019,11.9999,South
1.25526,20.1472,South
0.811019,26.6522,South
8.44381,12.3489,South
5.58875,13.6284,South
7.95606,12.5172,South
2.84532,17.281,South
3.89104,15.4633,South
0.914482,24.677,South
9.7161,12.5333,South
6.94135,12.9948,South
9.44879,12.5163,South
3.13894,23.1367,South
6.40834,11.9152,South
7.04183,12.9014,South
3.63084,19.1003,South
8.64463,12.9545,South
9.58068,13.1537,South
8.99188,12.6181,South
7.61418,16.607,South
3.25204,14.9049,South
3.29128,20.1504,South
9.73375,12.7151,South
0.727188,19.2367,South
7.39667,12.2704,South
7.30403,12.1113,South
6.51442,15.6779,South
9.98653,12.1946,South
3.57726,13.4072,South
3.84274,18.8552,South
1.37598,24.9021,South
4.81445,14.7965,South
3.09691,22.1246,South
3.875,15.7296,South
8.5167,12.2156,South
9.47033,12.498,South
2.38518,17.4154,South
4.15021,12.7525,South
9.40556,13.2162,South
1.21409,23.892,South
1.50281,23.9939,South
2.16838,21.717,South
6.25476,12.6295,South
2.05196,13.9897,South
9.77832,12.1534,South
4.85146,18.8344,South
5.36934,20.0343,South
2.96093,15.762,South
5.08057,12.2602,South
6.88508,13.4291,South
7.72862,12.4305,South
7.75405,12.776,South
6.09107,13.1204,South
9.1762,13.1213,South
8.35451,12.5114,South
7.7841,12.4427,South
1.15547,23.3889,South
0.694997,18.0333,South
2.63762,13.1295,South
6.9003,12.6915,South
4.51582,12.2252,South
4.43274,15.2036,South
8.98934,15.1315,South
9.09307,11.9899,South
9.22171,11.9113,South
3.59615,17.7348,South
7.16047,12.589,South
3.19693,21.3749,South
2.43126,23.0161,South
2.37478,12.8828,South
3.86292,20.2835,South
4.6931,15.7255,South
8.48246,18.2777,South
1.76297,18.7425,South
7.57505,16.9973,South
5.65225,17.5706,South
3.35108,13.7818,South
5.28714,16.4858,South
3.46445,22.5158,South
6.26298,17.3906,South
4.72982,12.2388,South
2.18363,21.5644,South
1.73171,17.3306,South
5.79628,12.0083,South
9.1578,12.3617,South
3.8804,12.9444,South
7.55686,15.8459,South
6.85435,12.9921,South
9.43319,12.4142,South
8.38828,12.9103,South
5.98442,12.7582,South
6.83894,13.107,South
9.11975,12.2833,South
4.40545,13.154,South
3.71821,14.0882,South
0.732164,21.7047,South
8.44091,12.4525,South
8.19926,12.4549,South
1.6171,17.5074,South
6.0813,19.3671,South
5.01463,19.3394,South
1.7518,18.3182,South
9.89636,12.4613,South
2.65888,13.0049,South
1.26536,24.2202,South
6.2513,12.0176,South
7.6123,13.2846,South
0.93659,17.8052,South
6.85488,12.076,South
5.66016,12.3682,South
1.60585,22.9913,South
2.26036,14.1246,South
5.99736,15.4524,South
3.43058,13.2611,South
9.49709,12.3371,South
8.3671,15.9699,South
9.92471,11.9838,South
3.08389,20.4874,South
9.79388,12.0959,South
4.70516,11.9408,South
3.91405,22.2097,South
1.1058,17.5202,South
1.12863,23.9406,South
7.16951,12.2982,South
4.95743,18.9866,South
2.77063,13.1345,South
6.43202,13.6456,South
3.01951,20.2667,South
6.08862,19.362,South
4.02452,21.4213,South
8.41256,15.0665,South
8.38558,15.6712,South
5.14096,13.1275,South
3.94524,15.8955,South
4.05619,14.9011,South
8.244,12.3662,South
3.73129,15.6676,South
2.60561,19.4301,South
1.4303,16.0909,South
5.04025,17.4198,South
5.18615,12.0546,South
8.57659,12.8084,South
2.7207,15.6465,South
4.23037,19.7362,South
8.26944,13.6829,South
8.41325,14.0202,South
4.26457,12.246,South
4.96872,14.9387,South
3.49606,12.3415,South
9.44264,13.3151,South
1.75118,18.5614,South
9.45394,12.2115,South
7.09254,12.2797,South
5.65336,19.0734,South
0.938628,25.365,South
5.12438,12.3973,South
4.48322,13.2793,South
2.15352,15.4381,South
6.83308,12.205,South
9.80737,14.5748,South
5.94269,12.1342,South
7.38442,16.6152,South
1.27686,15.082,South
4.57696,21.3703,South
1.72958,17.0385,South
6.42092,16.0319,South
9.49866,12.6142,South
6.8838,15.2902,South
1.35578,15.9587,South
3.9816,12.2822,South
5.83376,18.9471,South
4.44031,20.2982,South
8.50794,15.6778,South
8.32864,12.2221,South
6.4118,18.0529,South
4.15918,13.2223,South
3.04292,16.2944,South
1.63051,16.2441,South
3.98378,18.5489,South
4.53448,14.6984,South
7.01653,13.2933,South
6.84961,13.3809,South
1.29252,23.5144,South
4.3652,13.7911,South
2.34781,14.0835,South
2.11188,16.077,South
8.448,13.0524,South
1.0261,17.7926,South
4.59128,16.6483,South
2.21952,20.2639,South
8.93968,12.7657,South
5.89403,12.3305,South
2.81654,22.1906,South
5.37793,12.4586,South
7.54255,12.762,South
9.68422,12.2158,South
2.71321,11.9664,South
9.00442,12.2259,South
9.45917,14.4845,South
9.29017,13.1623,South
6.63467,14.6487,South
6.58181,13.1966,South
4.44034,17.8777,South
7.74016,12.4808,South
5.65073,12.824,South
7.03178,12.4804,South
4.67893,12.5713,South
7.54264,12.1151,South
8.42125,12.504,South
2.01383,14.7612,South
8.50118,12.7879,South
5.73581,12.4325,South
8.61209,14.6336,South
4.7058,12.3924,South
4.21193,14.5534,South
9.27732,11.8774,South
3.00355,16.046,South
8.6078,16.1584,South
5.20399,13.0374,South
5.4882,18.9293,South
3.54503,13.1315,South
6.04525,16.5615,South
3.70325,16.1518,South
1.0011,23.9138,South
3.20039,18.5505,South
0.690282,21.946,South
9.87545,13.1602,South
9.75631,13.2759,South
4.36422,19.3286,South
7.5131,12.9146,South
3.89786,14.5285,South
6.97183,16.0851,South
8.24131,12.6685,South
9.57685,15.904,South
4.412,18.0254,South
8.03216,13.1981,South
3.14303,21.6382,South
9.98864,12.2648,South
0.873523,17.337,South
6.33335,12.6185,South
6.86233,13.319,South
7.13203,15.4292,South
1.76766,24.1299,South
9.4991,12.7276,South
2.34218,17.2813,South
6.51502,19.4042,South
2.73428,16.5743,South
3.5332,17.5731,South
5.79403,12.8596,South
4.57248,20.8996,South
2.14414,19.9706,South
2.24534,20.1275,South
4.58147,19.3984,South
7.78632,12.8614,South
9.11576,13.0965,South
1.42501,24.5802,South
4.34483,14.0029,South
1.57732,22.1352,South
0.786799,25.4357,South
6.88324,14.9221,South
6.32315,16.319,South
2.17054,23.0462,South
2.83954,22.2115,South
0.854039,17.4179,South
8.52025,11.89,South
9.84083,12.194,South
1.91009,21.3409,South
2.81744,15.3403,South
8.83648,15.4156,South
9.38508,12.837,South
4.59548,17.4054,South
1.10838,17.2861,South
1.00225,24.715,South
6.05383,15.1797,South
4.34286,13.4084,South
0.900766,17.9405,South
6.14173,16.6175,South
0.736808,19.8512,South
8.07066,13.1686,South
3.52579,21.8514,South
1.01044,21.507,South
6.18992,18.9865,South
4.38811,13.895,South
9.83242,12.8656,South
5.77267,18.8452,South
3.23101,17.7995,South
7.3342,14.4186,South
3.1956,16.9582,South
9.1751,12.4731,South
4.17113,12.3981,South
5.82625,12.9416,South
1.10792,13.8121,South
4.65684,12.9463,South
8.49583,15.4736,South
8.24338,12.7526,South
2.74981,19.3266,South
2.76644,22.564,South
8.35354,12.5555,South
9.42227,12.2969,South
1.53116,21.4056,South
4.88305,16.9134,South
3.81894,19.8099,South
8.858,13.3289,South
1.41931,24.421,South
2.62514,20.195,South
7.74083,13.2119,South
1.11473,22.1311,South
5.28446,12.6729,South
4.80791,19.1037,South
3.79009,11.956,South
4.35871,13.985,South
5.63794,17.2894,South
2.15492,19.8023,South
6.03536,13.0175,South
8.24134,12.1855,South
7.81352,16.4259,South
2.08435,17.4205,South
2.04041,22.7547,South
3.16424,12.014,South
4.04215,18.7984,South
4.48991,19.562,South
7.05314,12.3728,South
1.16563,19.8053,South
0.957658,15.9541,South
4.33356,17.5509,South
7.21819,13.1989,South
2.45796,19.2516,South
6.69222,13.1389,South
3.08538,15.2991,South
9.00352,11.9484,South
9.09427,12.6158,South
3.43937,16.8654,South
2.80344,22.1592,South
4.51682,18.5618,South
2.90303,16.776,South
6.98402,19.0673,South
8.43631,14.6047,South
6.99072,19.035,South
8.42011,12.5716,South
4.38157,13.7122,South
2.1072,14.735,South
7.60363,15.0447,South
4.03649,12.9608,South
6.97351,12.2831,South
3.18758,18.0062,South
1.39762,19.3675,South
10.0099,12.1923,South
2.10611,15.788,South
9.97058,13.2133,South
9.8653,11.9012,South
8.13158,17.6994,South
6.86155,15.2682,South
6.09028,19.1837,South
8.81466,13.6581,South
3.36521,19.2207,South
5.04959,12.4443,South
6.48324,14.3151,South
4.51574,17.7053,South
4.66975,16.6786,South
3.75119,16.7213,South
5.962,13.881,South
8.66792,12.7016,South
2.53445,19.2532,South
9.46039,12.0272,South
7.14188,15.1491,South
8.40994,12.1547,South
5.886,13.3183,South
7.99643,12.1585,South
0.783094,23.1124,South
8.3637,12.7575,South
1.00931,18.2743,South
9.03968,12.4827,South
10.0041,13.1548,South
3.40894,21.9736,South
2.61751,23.7662,South
7.86269,11.8027,South
3.0211,16.0758,South
8.80956,13.1336,South
1.60187,13.3035,South
1.82028,18.7227,South
9.88298,12.9665,South
6.99778,17.154,South
8.63309,12.738,South
3.69491,16.7307,South
7.02277,16.4222,South
6.24558,13.3711,South
6.32977,11.8915,South
7.07993,19.307,South
6.06714,14.1246,South
4.68464,16.184,South
3.23747,12.8066,South
7.8931,13.1464,South
2.76828,16.1087,South
7.17275,12.5181,South
2.835,13.4783,South
6.53938,17.5546,South
7.68989,13.2212,South
2.69684,13.6587,South
1.19646,20.5868,South
1.8677,22.3286,South
6.35668,12.5916,South
8.65727,12.1612,South
1.05522,16.9293,South
7.56773,12.8785,South
3.85546,11.9761,South
5.15209,19.0406,South
9.40772,12.952,South
3.76714,12.3641,South
5.02744,15.0465,South
0.759299,24.2183,South
1.40111,17.332,South
3.07369,16.2,South
0.893203,14.9404,South
6.5965,13.3025,South
4.65947,18.9297,South
5.80997,15.7136,South
2.28042,15.9942,South
3.42655,14.7414,South
6.90314,12.3834,South
9.75211,12.0473,South
1.10644,15.1486,South
9.04414,13.9858,South
6.08153,18.3106,South
5.95904,20.267,South
5.35763,19.3694,South
1.28578,20.3399,South
1.47934,21.6977,South
6.30862,12.4557,South
3.85206,18.7014,South
9.29819,12.0881,South
4.47228,15.5192,South
1.98401,21.9034,South
7.38409,12.1442,South
3.40219,13.5218,South
5.5957,20.9426,South
7.22452,12.3499,South
9.1375,13.164,South
8.11621,16.171,South
7.02161,13.5289,South
7.05253,13.1799,South
9.56899,12.4078,South
3.42553,17.1115,South
0.64051,23.6025,South
3.19997,17.3305,South
2.68907,17.8895,South
6.88434,12.922,South
6.61858,11.9955,South
6.23821,18.1211,South
0.7835,19.9058,South
7.51696,13.9641,South
3.68736,12.4697,South
6.91478,15.5898,South
5.88967,20.946,South
3.86881,19.1562,South
1.90175,14.2216,South
1.52226,21.6294,South
8.48785,14.3883,South
9.30886,12.7295,South
6.7705,16.1765,South
1.60745,20.9263,South
4.42915,19.8906,South
7.51848,14.2674,South
7.99931,12.5718,South
1.74716,15.4462,South
0.63029,17.1234,South
7.3597,17.9349,South
3.99983,19.3015,South
3.03485,20.2039,South
0.751882,18.3909,South
5.73583,13.2882,South
8.67337,13.5542,South
9.67962,13.0979,South
5.97629,12.5328,South
5.49166,16.5438,South
1.43378,14.345,South
5.81684,12.1959,South
4.22081,15.5276,South
6.36743,12.9953,South
4.30346,22.4292,South
2.90083,14.2295,South
1.52742,14.2242,South
3.60598,14.1354,South
1.5433,22.3498,South
2.30167,17.698,South
9.96032,12.1547,South
4.82678,12.688,South
5.65619,11.9838,South
8.8857,12.3786,South
10.0381,12.6334,South
6.13666,18.752,South
8.30788,12.2021,South
3.71959,17.4029,South
3.51928,21.8419,South
4.43555,14.7034,South
6.98519,17.4187,South
7.07671,12.9141,South
3.60901,23.0331,South
1.88884,21.1325,South
6.60614,18.4652,South
1.84268,21.1547,South
6.09676,12.5837,South
7.18284,18.357,South
7.25078,12.9605,South
7.75031,12.6201,South
8.87852,13.2624,South
5.35462,17.9293,South
7.53085,16.568,South
6.48119,12.0009,South
2.39375,21.2731,South
0.872767,21.9086,South
3.31891,13.6186,South
4.81667,14.1163,South
6.46165,12.9379,South
8.66212,13.0792,South
2.48453,22.9558,South
1.81644,20.1536,South
9.73488,12.0896,South
1.65102,25.5236,South
5.15174,14.0666,South
6.16357,17.4942,South
5.74598,13.6814,South
1.443,24.0761,South
1.1689,16.4026,South
1.62682,23.6583,South
6.1638,13.1807,South
5.77406,12.702,South
2.83885,20.8576,South
6.65696,12.9642,South
8.37964,14.3548,South
1.02292,19.4038,South
5.33732,16.5571,South
7.14398,12.962,South
3.01435,13.0248,South
3.53844,16.0224,South
6.42888,12.8037,South
9.11549,12.1009,South
8.28378,12.1131,South
6.14058,11.9784,South
7.5306,12.338,South
4.07758,17.135,South
6.68712,17.5616,South
5.03542,12.5597,South
2.4249,18.9702,South
7.26143,14.2102,South
5.88859,13.2659,South
4.01897,18.8579,South
9.24216,13.317,South
0.827827,20.6856,South
3.61405,11.9653,South
1.16753,22.3756,South
7.87368,13.9856,South
7.26492,12.4984,South
3.76128,15.2988,South
7.01502,18.6628,South
4.37161,15.6767,South
9.89819,15.1698,East
2.1013,12.9247,East
2.76253,12.8773,East
2.63149,12.8371,East
8.1195,13.6402,East
2.39627,14.54,East
1.25994,12.1713,East
10.0664,12.8429,East
0.864523,14.3379,East
8.52306,13.2201,East
4.08271,16.7899,East
8.58326,12.293,East
5.87117,12.9318,East
9.15042,11.9605,East
9.38252,12.6644,East
0.715978,12.822,East
1.34264,16.308,East
2.99588,15.5887,East
6.95503,17.7365,East
9.02417,12.2371,East
4.97645,15.2613,East
6.36589,14.6579,East
2.41133,12.8872,East
8.23693,13.3175,East
9.77125,12.4871,East
3.16826,18.8731,East
5.3061,12.2615,East
1.44379,12.3938,East
5.91384,16.2978,East
5.3813,14.8284,East
1.99493,17.1792,East
4.80752,16.3099,East
3.78728,18.1923,East
5.5613,14.0134,East
6.16444,16.4845,East
0.710284,12.5864,East
7.8215,15.1961,East
7.36799,13.7842,East
4.09141,14.7779,East
1.13024,12.0489,East
7.76411,12.5454,East
9.6564,14.3204,East
2.89943,14.6489,East
3.68731,14.7315,East
2.36704,13.1704,East
6.08204,15.8216,East
2.09326,12.7439,East
3.99604,18.2334,East
7.21678,16.8307,East
5.92309,12.4275,East
4.28207,18.1679,East
4.60136,12.8715,East
5.94194,13.7366,East
0.685422,13.0476,East
1.37192,12.7399,East
8.95789,12.8236,East
1.36596,11.9525,East
7.3093,11.8127,East
9.32436,14.6818,East
3.18796,16.009,East
4.13114,18.7317,East
6.00631,16.3138,East
8.96215,14.2925,East
9.53101,12.8135,East
7.61887,11.9892,East
1.44856,11.906,East
6.95351,16.1006,East
4.50737,16.7598,East
5.07812,16.1994,East
1.09445,14.0191,East
2.43553,13.8567,East
8.10035,12.4115,East
4.91992,12.9529,East
3.48071,16.1675,East
4.25898,15.9104,East
8.70408,16.5729,East
7.70804,12.1255,East
3.20338,18.2426,East
1.7404,12.7508,East
3.01139,12.2931,East
9.33115,17.1879,East
6.12601,13.1568,East
5.67139,16.4639,East
6.26592,12.0536,East
4.08896,16.0415,East
8.25716,16.0219,East
5.57506,14.5882,East
1.73327,13.6401,East
1.84967,13.0269,East
5.70332,16.5908,East
9.48059,13.0289,East
3.54392,11.9774,East
8.84717,12.101,East
7.8507,12.9957,East
2.97182,17.0054,East
0.97342,12.9386,East
1.59246,12.3385,East
7.51427,14.612,East
2.51688,12.1954,East
4.13851,17.7404,East
5.37106,18.2205,East
7.48567,12.6696,East
1.70004,14.14,East
4.47017,16.9595,East
5.21394,12.2125,East
5.74081,16.4453,East
8.36351,12.6047,East
2.25236,15.2552,East
8.264,15.9426,East
7.1777,12.6084,East
5.88298,18.3745,East
7.24054,14.8227,East
4.52357,14.5032,East
1.93786,12.5379,East
6.92148,11.8304,East
5.58815,19.0142,East
6.6721,14.1975,East
3.82409,12.6339,East
9.19988,12.2869,East
6.18065,15.2984,East
1.43705,13.0448,East
4.88065,13.2599,East
7.77756,12.5791,East
8.13457,12.512,East
5.30394,15.5095,East
9.08537,12.1447,East
3.15947,12.2944,East
4.51015,16.6446,East
9.12174,12.625,East
9.09962,12.1416,East
7.10999,13.0668,East
8.74736,13.0438,East
1.46891,12.8496,East
8.80421,12.8669,East
3.65986,12.8182,East
2.31523,15.1072,East
2.89205,16.669,East
4.5798,15.8465,East
3.00377,15.3309,East
3.65936,15.6919,East
1.90555,12.6729,East
3.42887,15.0857,East
6.03809,12.7911,East
4.80552,15.7067,East
3.90649,18.7467,East
7.68397,14.0212,East
9.07367,12.4761,East
7.78166,12.2859,East
3.76741,17.687,East
7.66498,14.4102,East
2.06621,15.4154,East
1.8615,12.0206,East
3.89617,16.8468,East
8.26279,12.422,East
2.95799,17.0195,East
1.22774,14.3391,East
1.87465,13.558,East
8.74514,13.2876,East
6.61925,15.8819,East
3.02275,18.3544,East
5.87754,13.1917,East
5.61563,13.1927,East
6.82387,19.1035,East
2.83362,14.4252,East
8.7986,13.744,East
3.55354,15.1738,East
7.18955,12.6092,East
0.782378,13.9432,East
4.1516,16.4357,East
3.95365,12.3777,East
5.76593,13.9129,East
1.31736,15.9797,East
8.09674,12.4637,East
2.68802,16.4481,East
7.028,12.7263,East
8.22036,13.3216,East
5.93974,18.6811,East
7.63135,14.5206,East
6.88458,13.3859,East
3.98976,15.0435,East
8.27371,12.2158,East
3.41492,12.6973,East
6.02796,18.1057,East
7.67401,15.4558,East
4.21114,16.237,East
3.49115,12.7598,East
4.97082,12.1544,East
8.35975,12.0674,East
9.41776,12.3618,East
5.78104,16.9815,East
6.88086,15.3199,East
9.16594,17.8857,East
1.56127,12.4616,East
2.82314,13.3246,East
7.32911,12.2041,East
8.41439,12.3474,East
8.72892,12.2288,East
4.55276,17.8432,East
1.47426,13.1648,East
4.76704,17.4914,East
2.81044,14.1426,East
3.3818,18.1316,East
7.92793,14.2416,East
1.34374,15.8446,East
8.45064,12.6424,East
4.67147,17.4384,East
6.2628,16.8934,East
1.47721,12.5741,East
3.81804,12.8716,East
1.47767,13.25,East
9.71659,13.9075,East
8.25863,14.6104,East
4.97353,15.2388,East
2.74304,12.0942,East
9.45115,12.038,East
3.88644,16.1447,East
2.1513,13.0796,East
5.9519,17.9032,East
9.54866,16.8184,East
0.666197,12.7193,East
2.88028,15.4884,East
9.49834,12.0871,East
2.24676,14.6954,East
1.70015,12.3051,East
6.01826,15.1406,East
8.77442,12.5725,East
5.13869,15.2664,East
10.0286,11.8852,East
7.04818,12.8741,East
1.33001,13.9344,East
10.0123,12.2263,East
4.4846,17.0804,East
3.34595,11.9649,East
5.90196,16.3985,East
3.5057,12.3317,East
1.44702,12.7973,East
0.643498,12.6484,East
4.87856,17.0213,East
8.53836,12.8647,East
6.03838,16.7896,East
10.0725,14.6092,East
3.3407,12.7962,East
3.2803,16.1795,East
2.13964,12.524,East
2.1804,13.1222,East
3.32501,16.8031,East
8.12234,13.1833,East
9.1894,14.2269,East
9.84457,13.1315,East
2.82514,13.6038,East
8.95826,12.5557,East
3.73201,17.2079,East
1.69634,12.096,East
8.85174,13.9196,East
6.6412,13.2809,East
2.18671,11.9851,East
4.6919,14.1599,East
3.34458,12.1411,East
7.59271,14.5711,East
4.91478,17.8883,East
9.9787,15.8935,East
1.14734,13.0973,East
3.9849,14.8773,East
5.18395,11.8809,East
5.38462,18.3808,East
3.61559,12.4257,East
7.52132,16.7445,East
8.89636,12.6679,East
9.50089,12.744,East
8.23813,17.1373,East
8.66798,12.7846,East
5.83265,15.6059,East
8.43464,14.9679,East
3.49811,13.2355,East
4.39562,15.6185,East
3.62483,15.7515,East
5.04682,17.5652,East
3.32873,12.564,East
9.71723,16.7205,East
3.58638,12.0563,East
1.55652,12.1222,East
5.60843,14.3861,East
1.16959,13.1065,East
1.67464,13.1293,East
2.70323,16.6518,East
5.01811,13.758,East
4.72422,12.8491,East
8.18708,11.9245,East
7.61803,15.3848,East
4.65871,17.9747,East
3.7835,13.2903,East
3.62063,12.8351,East
7.94425,12.1122,East
1.12208,12.7391,East
0.751164,12.169,East
8.14789,12.6036,East
5.13904,14.0602,East
1.86683,13.0236,East
2.8561,12.1419,East
9.44216,16.0648,East
8.75231,16.5949,East
7.33747,13.0938,East
5.18702,14.9304,East
5.54706,14.1521,East
9.84606,11.9891,East
9.75653,14.5062,East
2.66429,14.7349,East
8.29494,16.9838,East
2.49395,18.1557,East
2.64793,13.719,East
7.01908,14.8502,East
4.45726,12.1251,East
9.43309,12.4944,East
1.47114,12.9155,East
5.46391,12.8254,East
9.31003,15.6788,East
9.17388,12.8809,East
2.1092,12.4927,East
4.09472,16.6998,East
6.4807,16.0574,East
2.13628,14.1666,East
9.7778,13.7405,East
9.27438,12.6312,East
2.20768,13.115,East
1.77492,12.6518,East
1.43711,13.0274,East
9.22424,15.245,East
2.45975,13.7462,East
4.56389,16.9006,East
4.87164,15.6777,East
6.29065,11.9028,East
1.3079,13.2529,East
2.77286,12.8442,East
9.43259,13.1788,East
9.21448,16.0046,East
8.01319,12.8259,East
0.813342,13.0959,East
3.72022,13.3366,East
6.56422,12.0795,East
3.23054,12.2522,East
9.2256,12.7662,East
6.62026,11.8365,East
1.30952,13.2092,East
9.2201,12.0146,East
9.68089,12.6024,East
1.36439,13.4848,East
5.66081,13.7644,East
3.49679,18.0083,East
4.34233,11.8009,East
2.3277,12.5348,East
6.09278,14.4931,East
9.68291,12.4683,East
5.38404,18.727,East
1.41354,13.0826,East
6.48901,18.0052,East
